game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves,player_one_illegal_moves_details,player_two_illegal_moves_details
1749382487-2682,;1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Nf3 c6 6. Bc4 Nbd7 7. O-O b5 8. Bb3 a5 9. a4 b4 10. Ne2 e6 11. Bf4 Qe7 12. Ng3 Bb7 13. Re1 g6 14. Ne5 Nd5 15. Nxd7 Nxf4 16. Nc5 Qc7 17. Qf3 Nd5 18. Nxe6 fxe6 19. Rxe6+ Be7 20. Rae1 Rf8 21. Qg4 Rf7 22. Ne4 Kd8 23. Nc5 Rb8 24. Nxb7+ Rxb7 25. Bxd5 cxd5 26. R6e5 Qc6 27. Qe6 Qxe6 28. Rxe6 Kd7 29. Ra6 Bd6 30. Rxa5 Rc7 31. Rxd5 Rxc2 32. Rb5 Kc6 33. Re6 Rc1+ 34. Re1 Rxe1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,34,34,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,35,19.82802939414978,34,0,[],[]
1749382505-5941,;1. e4 e6 2. d4 d5 3. e5 a6 4. Nf3 c5 5. c3 Nc6 6. Be2 f6 7. O-O fxe5 8. Nxe5 Nxe5 9. dxe5 Ne7 10. Bh5+ Ng6 11. Bxg6+ hxg6 12. Qg4 Qh4 13. Qxg6+ Kd7 14. h3 Qh5 15. Qg3 Kc7 16. Bf4 Bd7 17. Nd2 Be7 18. Nf3 a5 19. a3 Raf8 20. b4 Rhg8 21. bxc5 g5 22. Be3 g4 23. hxg4 Rxg4 24. Qh2 Qg6 25. Ne1 Bb5 26. f3 Rg3 27. Rf2 Qg7 28. Bd4 Qg6 29. a4 Ba6 30. Rb1 Qxb1 31. Rb2 Qxe1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,31,31,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,32,17.98958110809326,31,0,[],[]
1749382516-1103,;1. e4 e5 2. Nf3 Nc6 3. Bc4 a6 4. d3 Nf6 5. Ng5 d5 6. exd5 Bg4 7. f3 Bb4+ 8. c3 b5 9. Bb3 h6 10. Nxf7 Bxf3 11. Qxf3 Bxc3+ 12. Nxc3 e4 13. dxe4 Nd4 14. Qd3 Nxb3 15. Nxd8 O-O 16. Ne6 Nxc1 17. Rxc1 Nh5 18. Nxf8 Rxf8 19. Rf1 Nf4 20. Qg3 Rf6 21. Rxf4 Rb6 22. Qg6 Rxg6 23. Rf2 Rg5 24. Rd1 Rg4 25. d6 Rxg2 26. Rxg2 cxd6 27. Rxd6 g6 28. Rdxg6+ Kh7 29. Rg7+ Kh8 30. Rg8+ Kh7 31. R2g7+,1-0,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,1,0,0,0,31,31,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,31,11.390623331069946,31,0,[],[]
1749382547-6775,;1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 e6 5. Nf3 Bb4 6. Bd2 Nf6 7. Bd3 O-O 8. O-O Nc6 9. a3 Bxc3 10. Bxc3 b6 11. Re1 h6 12. Be4 Nxe4 13. Rxe4 Ne7 14. Ne5 f6 15. Nf3 Qd7 16. Qe2 Bb7 17. Rxe6 Nf5 18. Re1 Bd5 19. Re7 Nxe7 20. Qxe7 Qc8 21. Nh4 Re8 22. Qxe8+ Qxe8 23. Rxe8+ Rxe8 24. h3 Ba2 25. Nf5 Kh7 26. Ne3 Bb1 27. Kf1 Kg8 28. Ke2 Ba2 29. Kd3 Bf7 30. Nf5 h5 31. Ne3 Rf8 32. Nf5 Re8 33. Ne3 h4 34. Nf5 g5 35. Nh6+ Kf8 36. Nxf7 Kxf7 37. Bd2 c6 38. Be3 Ke6 39. c4 a6 40. b4 Kd6 41. c5+ bxc5 42. dxc5+ Ke6 43. Kc4 Ke7 44. a4 Ke6 45. b5 Kd7 46. bxa6 Re4+ 47. Kb3 Kc7 48. a7 Kb7 49. a8=Q+ Kxa8 50. Kc3 Rxa4 51. Kd3 g4 52. hxg4 Rxg4 53. f3 Rxg2 54. Ke4 Rb2 55. Kf4 h3 56. Kg3 h2 57. Bf4 h1=Q 58. Bd6 Ra2 59. Kf4 Qf1 60. Kf5 Qg2 61. Kxf6 Qxf3+ 62. Ke7 Re2+ 63. Kd7 Qf7+ 64. Kxc6 Qb7#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,64,64,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,65,31.403972864151,64,0,[],[]
1749382570-4768,;1. e4 Nf6 2. e5 Ng8 3. d4 d5 4. Nf3 a6 5. Bd3 Bg4 6. O-O Nc6 7. c3 Qd7 8. Bf4 Bh5 9. Nbd2 Bg6 10. Qe2 Bxd3 11. Qxd3 Qg4 12. Bg3 Qd7 13. Rfe1 e6 14. Ng5 h5 15. h4 Nce7 16. Qf3 Ng6 17. Rad1 a5 18. Nf1 Nh6 19. Ne3 Be7 20. Nh3 a4 21. a3 Bxh4 22. Bxh4 Nxh4 23. Qxh5 Qe7 24. Ng4 Kd7 25. Nxh6 Rxh6 26. Qg4 Rd8 27. Ng5 Rdh8 28. Nh3 Kc8 29. Re3 Kd7 30. Rg3 Kc8 31. Rdd3 Qe8 32. Rdf3 Nxf3+ 33. Qxf3 Qf8 34. Qg4 g6 35. Qg5 Qd8 36. Qf4 Qd7 37. Qf6 Kb8 38. Rf3 R6h7 39. Ng5 Rh1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,39,39,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,40,22.871373176574707,39,0,[],[]
1749382598-4730,;1. e4 Nf6 2. e5 Nd5 3. d4 Nb6 4. c4 d6 5. exd6 exd6 6. Nc3 Qe7+ 7. Be2 Nc6 8. Nf3 Bg4 9. O-O Qd8 10. Re1 Be7 11. h3 Bh5 12. Bg5 O-O 13. Bxe7 Qxe7 14. d5 Bxf3 15. Bxf3 Ne5 16. b3 Qh4 17. Ne4 Nbd7 18. Ng3 Rac8 19. Re4 Qh6 20. Nf5 Qg5 21. Ne7+ Qxe7 22. Bg4 f5 23. Bxf5 Rxf5 24. Qe2 Qf7 25. Re1 Qf6 26. f4 Ra8 27. fxe5 Nxe5 28. Rf1 Rxf1+ 29. Qxf1 Qh6 30. Qf4 Rf8 31. Qxh6 gxh6 32. Re2 a6 33. Rf2 h5 34. Rxf8+ Kxf8 35. Kf2 Ng6 36. Kf3 Kf7 37. Ke4 Kf6 38. g3 Ne5 39. Kf4 Kg6 40. h4 Kf7 41. Kg5 c5 42. Kxh5 b5 43. Kg5 Kg7 44. h5 Nd3 45. g4 b4 46. Kf5 Kf7 47. g5 Nb2 48. g6+ hxg6+ 49. hxg6+ Ke7 50. Kg5 Nd1 51. Kh6 Nf2 52. g7 Ng4+ 53. Kh7 Nf6+ 54. Kh8 Kf7 55. g8=Q+ Nxg8 56. Kh7 a5 57. Kh8 Nf6 58.,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,5,0,57,58,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 1,58,28.248693227767944,58,0,"[{'move_number': 58, 'attempted_move': 'Kh7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kh7' in 7K/5k2/3p1n2/p1pP4/1pP5/1P6/P7/8 w - - 2 58"", 'attempt': 1}, {'move_number': 58, 'attempted_move': 'Kh7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kh7' in 7K/5k2/3p1n2/p1pP4/1pP5/1P6/P7/8 w - - 2 58"", 'attempt': 2}, {'move_number': 58, 'attempted_move': 'Kh7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kh7' in 7K/5k2/3p1n2/p1pP4/1pP5/1P6/P7/8 w - - 2 58"", 'attempt': 3}, {'move_number': 58, 'attempted_move': 'Kh7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kh7' in 7K/5k2/3p1n2/p1pP4/1pP5/1P6/P7/8 w - - 2 58"", 'attempt': 4}, {'move_number': 58, 'attempted_move': 'Kh7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kh7' in 7K/5k2/3p1n2/p1pP4/1pP5/1P6/P7/8 w - - 2 58"", 'attempt': 5}]",[]
1749382617-4078,;1. e4 e6 2. d4 c5 3. d5 Nf6 4. Nc3 d6 5. Bg5 a6 6. Nf3 e5 7. Be2 h6 8. Bh4 Nbd7 9. O-O g6 10. a3 g5 11. Bg3 Bg7 12. b4 Nh5 13. bxc5 Nxc5 14. Nd2 Qa5 15. Bxh5 Qxc3 16. Nb3 Nxe4 17. Qf3 Qxf3 18. Bxf3 Nc3 19. Rfe1 h5 20. h3 f5 21. Bd1 Bd7 22. f3 Kf7 23. Bf2 b5 24. Na5 Rhc8 25. Bb6 Bf6 26. Be2 g4 27. fxg4 fxg4 28. hxg4 Bxg4 29. Bxg4 hxg4 30. Rf1 Ne2+ 31. Kh1 Rh8#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,31,31,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,32,18.123538494110107,31,0,[],[]
1749382635-3630,;1. e4 e5 2. Nf3 d6 3. Bc4 h6 4. d4 exd4 5. Nxd4 Nc6 6. Nxc6 bxc6 7. Qf3 Qe7 8. O-O Be6 9. Bxe6 Qxe6 10. Nc3 Be7 11. Bf4 Bg5 12. Bxg5 hxg5 13. Rfe1 Nf6 14. e5 dxe5 15. Rad1 a5 16. Ne4 g4 17. Qg3 Nh5 18. Qh4 f6 19. Nc5 Qe7 20. Ne4 f5 21. Qxe7+ Kxe7 22. Nc5 e4 23. Rd7+ Kf6 24. Rxc7 Rac8 25. Ra7 Rcd8 26. Rxa5 Nf4 27. Nb7 Rd2 28. Rc5 Kg5 29. Rxc6 e3 30. fxe3 Nxg2 31. Rf1 Nxe3 32. Rf2 Rd1+ 33. Rf1 Rxf1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,33,33,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,34,18.751497268676758,33,0,[],[]
1749382649-7069,;1. e4 e5 2. Nf3 d6 3. Bc4 c5 4. d3 h6 5. Nc3 Nc6 6. Be3 Be7 7. Qd2 a6 8. O-O-O Be6 9. Bxe6 Nd4 10. Bxd4 cxd4 11. Nd5 fxe6 12. Nxe7 Kxe7 13. g4 Kd7 14. h4 Qb6 15. g5 h5 16. g6 a5 17. Ng5 Rc8 18. Nf7 Rh6 19. Nxh6 gxh6 20. g7 a4 21. Rhg1 Qc5 22. Rg2 Qb5 23. Rdg1 Qb6 24.,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,7,0,22,24,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 1,24,13.66726016998291,24,0,"[{'move_number': 22, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/3pp2p/2q1p2p/p2pP2P/3P4/PPPQ1P2/2KR2R1 w - - 2 22"", 'attempt': 1}, {'move_number': 22, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/3pp2p/2q1p2p/p2pP2P/3P4/PPPQ1P2/2KR2R1 w - - 2 22"", 'attempt': 2}, {'move_number': 24, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/1q1pp2p/4p2p/p2pP2P/3P4/PPPQ1PR1/2K3R1 w - - 6 24"", 'attempt': 1}, {'move_number': 24, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/1q1pp2p/4p2p/p2pP2P/3P4/PPPQ1PR1/2K3R1 w - - 6 24"", 'attempt': 2}, {'move_number': 24, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/1q1pp2p/4p2p/p2pP2P/3P4/PPPQ1PR1/2K3R1 w - - 6 24"", 'attempt': 3}, {'move_number': 24, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/1q1pp2p/4p2p/p2pP2P/3P4/PPPQ1PR1/2K3R1 w - - 6 24"", 'attempt': 4}, {'move_number': 24, 'attempted_move': 'g8=Q', 'error_type': 'parse_error', 'error_message': ""illegal san: 'g8=Q' in 2r3n1/1p1k2P1/1q1pp2p/4p2p/p2pP2P/3P4/PPPQ1PR1/2K3R1 w - - 6 24"", 'attempt': 5}]",[]
1749382678-6265,;1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nxe4 4. Qe2 d5 5. d3 Bd6 6. dxe4 Qe7 7. Nf3 dxe4 8. Nd4 O-O 9. Nc3 Rd8 10. Be3 Bb4 11. O-O-O Bxc3 12. bxc3 a5 13. Qc4 a4 14. Nb5 c6 15. Rxd8+ Qxd8 16. Nd4 Qe7 17. Be2 Qf8 18. Rd1 Be6 19. Nxe6 Qc8 20. Nc5 b6 21. Nxe4 Kh8 22. Nd6 Qc7 23. Nxf7+ Kg8 24. Nd6+ Kf8 25. Bf4 Qe7 26. Bf3 g5 27. Bg3 Ra5 28. Ne4 Rb5 29. Bd6 Rd5 30. Bxe7+ Kxe7 31. Rxd5 cxd5 32. Qxd5 h5 33. Qxg5+ Ke8 34. Qxh5+ Ke7 35. Qh7+ Ke8 36. Nf6+ Kd8 37. Qd7# Nxd7 38. Nxd7 b5 39. Nc5 Kc8 40. Nxa4 bxa4 41. Kb2 Kb8 42. Ka3 Kc8 43. Kxa4 Kc7 44. Kb4 Kc8 45. Kc4 Kc7 46. Kd4 Kd7 47. Ke4 Kd6 48. Kf4 Ke6 49. Kg4 Ke5 50. Kh4 Kf4 51. Kh5 Ke5 52. Kh6 Kf6 53. Kh7 Kf5 54. Kh8 Kg6 55. Kg8 Kg5 56. Kf8 Kf5 57. Ke8 Kf6 58. Kd8 Kf5 59. Kc8 Kf6 60. Kb8 Kg5 61. Ka8 Kh6 62. Ka7 Kh7 63. Ka6 Kh8 64. Ka5 Kh7 65. Ka4 Kg7 66. Ka3 Kf6 67. Kb2 Ke5 68. Kc1 Kd6 69. Kd1 Ke5 70. Ke1 Ke6 71. Kf1 Kd7 72. Kg1 Ke8 73. Kh1 Kf7 74. Kg1 Kg6 75. Kh1 Kh6 76. Kg1 Kh7 77. Kh1 Kh8 78. Kg1 Kg8 79. Kh1 Kh7 80. Kg1 Kh6 81. Kh1 Kg7 82. Kg1 Kh6 83. Kh1 Kg7 84. Kg1 Kh6 85. Kh1 Kg7 86. Kg1 Kf8 87. Kh1 Kg7 88. Kg1 Kh6 89. Kh1 Kg7,1/2-1/2,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,1/2,1/2,0,0,89,89,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,90,29.211612224578857,89,0,[],[]
1749382713-9764,;1. e4 Nf6 2. e5 Ng8 3. d4 e6 4. Nf3 a6 5. Bd3 d5 6. O-O h6 7. c4 Nc6 8. cxd5 Qxd5 9. Nc3 Qd8 10. Be3 Nb4 11. Be4 Nd5 12. Nxd5 exd5 13. Bd3 Ne7 14. Qb3 Nc6 15. Rac1 Nb4 16. Bb1 Nc6 17. a3 Be7 18. Qc2 Be6 19. b4 Qc8 20. Qd3 Bg4 21. Nd2 Na7 22. f3 Bd7 23. f4 Bb5 24. Qc2 Bxf1 25. Rxf1 Qd7 26. f5 Bg5 27. Bxg5 hxg5 28. f6 O-O-O 29. fxg7 Rh6 30. Rxf7 Qxf7 31. Qf5+ Qxf5 32. Bxf5+ Kb8 33. Nf3 Rg8 34. Nxg5 Rxg7 35. Ne6 Re7 36. Nc5 Ka8 37. Be6 a5 38. Bxd5 c6 39. Bf3 Rh8 40. h3 axb4 41. axb4 Rg8 42. Kf2 Nb5 43. Ke3 Rh8 44. Ke4 Rd8 45. Nb3 Rh7 46. Nc5 Rxd4+ 47. Kf5 Rh8 48. e6 Re8 49. Kf6 Nc7 50. e7 Rd6+ 51. Kf7 Kb8 52. Ne4 Rd7 53. Nf6 Rexe7+ 54. Kg6 Rd3 55. Nxd7+ Rexd7 56. h4 R7d6+ 57. Kf5 Rh6 58. h5 Rxf3+ 59. gxf3 Rxh5+ 60. Kg6 Rh4 61. f4 Rxf4 62. Kg5 Nd5 63. Kg6 Nxb4 64. Kg5 Rf1 65. Kg4 Nd5 66. Kg3 Rf8 67. Kg4 Rf6 68. Kg5 Rf4 69. Kg6 Nb4 70. Kg5 Nd3 71. Kg6 c5 72. Kg5 c4 73. Kg6 Rf3 74. Kg5 Ne5 75. Kh4 c3 76. Kg5 Ka8 77. Kh4 c2 78. Kg5 c1=Q+ 79. Kh4 b5 80. Kh5 Kb8 81. Kh4 Qf4+ 82. Kh5 Qg4+ 83. Kh6 Qg6#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,1,0,82,83,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,84,35.10014510154724,83,0,"[{'move_number': 31, 'attempted_move': 'Bf5+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Bf5+' in 2kr4/npp2qP1/p6r/3pP1p1/1P1P4/P7/2QN2PP/1B4K1 w - - 0 31"", 'attempt': 1}]",[]
1749382737-3278,;1. e4 Nf6 2. e5 Nd5 3. d4 e6 4. c4 Nb6 5. Nc3 d6 6. exd6 cxd6 7. Nf3 Bd7 8. Be2 h6 9. O-O Na6 10. a3 Nb8 11. b4 a5 12. Bb2 axb4 13. axb4 Be7 14. Rxa8 Nxa8 15. Qa1 Nc6 16. b5 Na5 17. Qa3 O-O 18. Ra1 b6 19. Ne4 Nb7 20. Qa7 Na5 21. Bc3 Nb3 22. Rb1 Qc7 23. Qa6 d5 24. Qxa8 Nxd4 25. Qa2 Nxf3+ 26. Bxf3 dxe4 27. Bxe4 Bc5 28. Qe2 Rd8 29. Qg4 Bf8 30. Bd4 Qxc4 31. Bxb6 e5 32. Qf3 Bg4 33. Qxg4 Ra8 34. Bxa8 Qxg4 35. Bf3 Qd7 36. Bc6 Qd3 37. Rf1 h5 38. Be3 Qc2 39. b6 Qxc6 40. Rb1 Bd6 41. b7 Bb8 42. Ba7 Qe4 43. Rc1 Bxa7 44. Rc8+ Kh7 45. b8=Q Qe1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,45,45,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,46,23.656689643859863,45,0,[],[]
1749382777-9841,;1. e4 Nf6 2. e5 Ne4 3. d3 Nc5 4. d4 Ne6 5. d5 Nc5 6. b4 Nca6 7. b5 Nc5 8. Ba3 b6 9. Bxc5 bxc5 10. c4 e6 11. dxe6 dxe6 12. Qxd8+ Kxd8 13. Nc3 Ke8 14. Nf3 Be7 15. Bd3 a6 16. O-O Bb7 17. Be4 Bxe4 18. Nxe4 Nd7 19. Rfd1 Nb6 20. Rac1 f5 21. exf6 gxf6 22. Nxf6+ Bxf6 23. Re1 Kd7 24. Rcd1+ Ke7 25. Ne5 axb5 26. Nc6+ Kf7 27. cxb5 Nd5 28. Ne5+ Ke7 29. Nc6+ Kd7 30. Ne5+ Bxe5 31. Rxe5 Rxa2 32. Rexd5+ exd5 33. Rxd5+ Ke7 34. h3 Ra1+ 35. Kh2 Ke6 36. Rxc5 Kd6 37. Rc6+ Kd7 38. Rc5 Ra7 39. Rd5+ Ke6 40. Rc5 Kd6 41. Rc6+ Kd5 42. Rc3 c5 43. bxc6 Rc7 44. Rd3+ Kc5 45. Rc3+ Kd5 46. Rd3+ Ke4 47. Re3+ Kf5 48. Rf3+ Kg6 49. Rg3+ Kf7 50. Rf3+ Kg6 51. Rg3+ Kf7 52. Rf3+ Kg7 53. Rg3+ Kf8 54. Rf3+ Kg7 55. Rg3+ Kh6 56. Rf3 Rg8 57. Rf6+ Rg6 58. Rf3 Kg7 59. Rf4 Rgxc6 60. Rg4+ Kf7 61. Rf4+ Ke8 62. Re4+ Kf8 63. Rf4+ Ke7 64. Re4+ Kf7 65. Rf4+ Kg6 66. Rg4+ Kh6 67. Rh4+ Kg5 68. Rg4+ Kf5 69. Rf4+ Ke5 70. Rf3 Rc4 71. Re3+ Kf6 72. Rf3+ Kg6 73. Rg3+ Kh5 74. Rf3 Rc2 75. Rf5+ Kg6 76. Rf3 Kh6 77. Rf6+ Kg7 78. Rf3 Rf7 79. Rg3+ Kh6 80. Rf3 Rxf3 81. gxf3 Rxf2+ 82. Kg3 Re2 83. Kf4 Kh5 84. Kg3 Ra2 85. f4 Ra3+ 86. Kf2 Rxh3 87. Kg2 Kg4 88. f5 Rf3 89. f6 Rf5 90.,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,7,0,88,90,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 1,90,39.56245303153992,90,0,"[{'move_number': 80, 'attempted_move': 'Rh3+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Rh3+' in 8/5r1p/7k/8/8/6RP/2r2PPK/8 w - - 40 80"", 'attempt': 1}, {'move_number': 80, 'attempted_move': 'Rh3+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Rh3+' in 8/5r1p/7k/8/8/6RP/2r2PPK/8 w - - 40 80"", 'attempt': 2}, {'move_number': 90, 'attempted_move': 'fxg7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'fxg7' in 8/7p/5P2/5r2/6k1/8/6K1/8 w - - 1 90"", 'attempt': 1}, {'move_number': 90, 'attempted_move': 'fxg7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'fxg7' in 8/7p/5P2/5r2/6k1/8/6K1/8 w - - 1 90"", 'attempt': 2}, {'move_number': 90, 'attempted_move': 'fxg7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'fxg7' in 8/7p/5P2/5r2/6k1/8/6K1/8 w - - 1 90"", 'attempt': 3}, {'move_number': 90, 'attempted_move': 'fxg7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'fxg7' in 8/7p/5P2/5r2/6k1/8/6K1/8 w - - 1 90"", 'attempt': 4}, {'move_number': 90, 'attempted_move': 'fxg7', 'error_type': 'parse_error', 'error_message': ""illegal san: 'fxg7' in 8/7p/5P2/5r2/6k1/8/6K1/8 w - - 1 90"", 'attempt': 5}]",[]
1749382786-6678,;1. e4 d5 2. exd5 e6 3. dxe6 Nh6 4. exf7+ Nxf7 5. Nf3 Qe7+ 6. Be2 Nc6 7. O-O Bf5 8. Re1 O-O-O 9. Bb5 Qf6 10. Bxc6 bxc6 11. d3 h5 12. Bg5 Nxg5 13. Nxg5 Qxg5 14. Qf3 Bb4 15. Re5 Qc1+ 16. Qd1 Qxd1+ 17. Re1 Qxe1#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,0,0,17,17,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,18,9.535125732421875,17,0,[],[]
1749382804-3269,;1. e4 Nf6 2. e5 Ng8 3. d4 e6 4. Nf3 a6 5. Bd3 d6 6. O-O dxe5 7. Nxe5 Nc6 8. Nxc6 bxc6 9. c3 Be7 10. Qf3 Bb7 11. Be4 Ra7 12. Bxc6+ Bxc6 13. Qxc6+ Kf8 14. Be3 Bd6 15. d5 Qh4 16. g3 Qh3 17. Bxa7 Nf6 18. Qa8+ Ke7 19. Qxh8 Ne8 20. Qxe8+ Kxe8 21. dxe6 f6 22. Nd2 f5 23. Nc4 Be7 24. Rad1 g5 25. Rd7 Bf6 26. Rxc7 Bd8 27. Rd7 Bf6 28. Rfd1 a5 29. Nd6+ Kf8 30. Rf7+ Kg8 31. Rxf6 Qh5 32. Rd2 g4 33. Rxf5 Qh3 34. Rg5+ Kf8 35. Rf5+ Ke7 36. Rf7+ Kxe6 37. Re2+ Kxd6 38. Rf6+ Kd5 39. Rf5+ Kc6 40. Re6+ Kd7 41. Ra6 a4 42.,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,5,0,41,42,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 1,42,18.363903045654297,42,0,"[{'move_number': 42, 'attempted_move': 'Ra7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Ra7+' in 8/B2k3p/R7/5R2/p5p1/2P3Pq/PP3P1P/6K1 w - - 0 42"", 'attempt': 1}, {'move_number': 42, 'attempted_move': 'Ra7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Ra7+' in 8/B2k3p/R7/5R2/p5p1/2P3Pq/PP3P1P/6K1 w - - 0 42"", 'attempt': 2}, {'move_number': 42, 'attempted_move': 'Ra7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Ra7+' in 8/B2k3p/R7/5R2/p5p1/2P3Pq/PP3P1P/6K1 w - - 0 42"", 'attempt': 3}, {'move_number': 42, 'attempted_move': 'Ra7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Ra7+' in 8/B2k3p/R7/5R2/p5p1/2P3Pq/PP3P1P/6K1 w - - 0 42"", 'attempt': 4}, {'move_number': 42, 'attempted_move': 'Ra7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Ra7+' in 8/B2k3p/R7/5R2/p5p1/2P3Pq/PP3P1P/6K1 w - - 0 42"", 'attempt': 5}]",[]
1749382816-1088,;1. e4 d5 2. exd5 e5 3. dxe6 Qe7 4. Qe2 f6 5. Nf3 Nc6 6. d4 Bxe6 7. Be3 Nh6 8. Nc3 Bg4 9. O-O-O O-O-O 10. h3 Bd7 11. d5 Na5 12. Qd2 Be8 13. Bxa7 Nf7 14. Be3 Nd6 15. Bd3 Nac4 16. Bxc4 Nxc4 17. Qd4 Qb4 18. b3 Qa3+ 19. Kb1 Qb2#,0-1,adam_lichess_8layers.pt,Stockfish 1,,600000 nodes,0,1,2,0,18,19,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,20,11.362162828445435,19,0,"[{'move_number': 4, 'attempted_move': 'exf7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'exf7+' in rnb1kbnr/ppp1qppp/4P3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 4"", 'attempt': 1}, {'move_number': 4, 'attempted_move': 'exf7+', 'error_type': 'parse_error', 'error_message': ""illegal san: 'exf7+' in rnb1kbnr/ppp1qppp/4P3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 4"", 'attempt': 2}]",[]
